Author,File Name,Number of Edits,Author Edits/Commits on the file 
kohsuke,core/src/main/resources/hudson/maven/MavenProbeAction/envVars.jelly,9,1
kohsuke,core/src/main/resources/hudson/maven/reporters/MavenAbstractArtifactRecord/badge.jelly,9,1
kohsuke,core/src/main/resources/hudson/model/AbstractProject/_api.jelly,9,1
kohsuke,core/src/main/resources/hudson/model/Job/ajaxBuildHistory.jelly,9,2
kohsuke,core/src/main/resources/hudson/model/Job/allBuildHistory.jelly,9,2
kohsuke,core/src/main/resources/hudson/model/Job/config.xml.jelly,9,2
kohsuke,core/src/main/resources/hudson/model/UpdateCenter/InstallationJob/row.jelly,9,1
kohsuke,core/src/main/resources/hudson/scm/SubversionSCM/DescriptorImpl/credentialOK.jelly,9,1
kohsuke,core/src/main/resources/hudson/scm/browsers/FishEyeSVN/config.jelly,9,3
kohsuke,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/sidepanel.jelly,9,2
kohsuke,core/src/main/resources/lib/hudson/project/config-disableBuild.jelly,9,2
kohsuke,core/src/main/resources/lib/hudson/project/config-publishers.jelly,9,3
kohsuke,core/src/main/resources/lib/layout/hasPermission.jelly,9,1
kohsuke,core/src/main/resources/lib/layout/rightspace.jelly,9,1
kohsuke,core/src/test/resources/hudson/tasks/junit/junit-report-errror-details.xml,9,1
kohsuke,war/resources/help/project-config/downstream.html,9,2
kohsuke,war/resources/help/project-config/javadoc-keep-all.html,9,1
kohsuke,war/resources/help/project-config/poll-scm.html,9,1
kohsuke,war/resources/help/security/full-control-once-logged-in.html,9,1
kohsuke,war/resources/help/system-config/master-slave/label.html,9,1
kohsuke,war/resources/help/tasks/mailer/url.html,9,1
kohsuke,war/resources/help/triggers/SCMTrigger/concurrency.html,9,1
kohsuke,war/resources/scripts/yui/connection/connection-debug.js,9,1
kohsuke,war/resources/scripts/yui/logger/logger-min.js,9,2
oguzdag,core/src/main/resources/hudson/PluginManager/advanced_tr.properties,9,1
oguzdag,core/src/main/resources/hudson/model/Hudson/projectRelationship-help_tr.properties,9,4
oguzdag,core/src/main/resources/lib/hudson/executors_tr.properties,9,5
oguzdag,war/resources/help/_cvs/legacy_tr.html,9,1
oguzdag,war/resources/help/project-config/downstream_tr.html,9,2
oguzdag,war/resources/help/project-config/javadoc-keep-all_tr.html,9,1
oguzdag,war/resources/help/project-config/poll-scm_tr.html,9,1
oguzdag,war/resources/help/security/ldap/groupSearchBase_tr.html,9,2
oguzdag,war/resources/help/system-config/master-slave/slave-agent-port_tr.html,9,1
oguzdag,war/resources/help/tasks/aggregate-test/help_tr.html,9,2
oguzdag,war/resources/help/tasks/mailer/url_tr.html,9,1
oguzdag,war/resources/help/triggers/SCMTrigger/concurrency_tr.html,9,1
redsolo,test/src/main/java/org/jvnet/hudson/test/HudsonTestCase.java,9,2
sogabe,core/src/main/resources/hudson/model/Hudson/manage_ja.properties,9,6
sogabe,core/src/main/resources/hudson/model/NoFingerprintMatch/index_ja.properties,9,1
sogabe,core/src/main/resources/hudson/slaves/JNLPLauncher/main_ja.properties,9,2
sogabe,core/src/main/resources/hudson/tasks/junit/CaseResult/index_ja.properties,9,2
sogabe,war/resources/help/tasks/mailer/smtp-server_ja.html,9,2
sorokh,core/src/main/resources/hudson/tasks/Mailer/global_nl.properties,9,1
sorokh,war/resources/help/_cvs/legacy_nl.html,9,1
sorokh,war/resources/help/ant/ant-properties_nl.html,9,1
stephenconnolly,core/src/main/resources/hudson/model/Node/Availability/SCHEDULED.jelly,9,1
stephenconnolly,core/src/main/resources/hudson/scm/browsers/Sventon/config.jelly,9,1
swiest,core/src/main/resources/hudson/model/Hudson/projectRelationship-help_de.properties,9,2
swiest,core/src/main/resources/lib/hudson/executors_de.properties,9,2
swiest,war/resources/help/maven/maven-opts_de.html,9,1
swiest,war/resources/help/project-config/ant_de.html,9,1
swiest,war/resources/help/project-config/downstream_de.html,9,1
swiest,war/resources/help/tasks/aggregate-test/help_de.html,9,1
swiest,war/resources/help/tasks/mailer/default-suffix_de.html,9,1
tblack,core/src/main/java/hudson/model/ComputerSet.java,9,1
bagrehc,core/src/main/resources/hudson/matrix/MatrixProject/configure-entries_pt_BR.properties,8,1
bagrehc,core/src/main/resources/hudson/matrix/Messages_pt_BR.properties,8,1
bagrehc,core/src/main/resources/hudson/model/Hudson/log_pt_BR.properties,8,2
bagrehc,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_pt_BR.properties,8,1
bagrehc,core/src/main/resources/hudson/util/DoubleLaunchChecker/index_pt_BR.properties,8,2
bagrehc,core/src/main/resources/hudson/util/IncompatibleAntVersionDetected/index_pt_BR.properties,8,2
bagrehc,core/src/main/resources/lib/hudson/executors_pt_BR.properties,8,2
bagrehc,war/resources/help/ant/ant-properties_pt_BR.html,8,1
bagrehc,war/resources/help/maven/maven-opts_pt_BR.html,8,1
bagrehc,war/resources/help/project-config/ant_pt_BR.html,8,1
bagrehc,war/resources/help/tasks/mailer/sendToindividuals_pt_BR.html,8,1
bagrehc,war/resources/help/tasks/mailer/smtp-use-ssl_pt_BR.html,8,1
cactusman,core/src/main/resources/hudson/matrix/MatrixProject/configure-entries_ja.properties,8,1
cactusman,core/src/main/resources/hudson/model/Hudson/log_ja.properties,8,1
cactusman,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_ja.properties,8,1
dwdyer,core/src/main/java/hudson/model/UserPropertyDescriptor.java,8,1
elefevre,core/src/main/resources/hudson/fsp/Messages_fr.properties,8,1
elefevre,core/src/main/resources/hudson/matrix/Messages_fr.properties,8,4
elefevre,core/src/main/resources/hudson/model/Hudson/log_fr.properties,8,3
elefevre,core/src/main/resources/hudson/node_monitors/Messages_fr.properties,8,3
elefevre,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_fr.properties,8,1
elefevre,war/resources/help/_cvs/cvs-rsh_fr.html,8,1
elefevre,war/resources/help/ant/ant-buildfile_fr.html,8,2
elefevre,war/resources/help/maven/redeploy-uniqueVersion_fr.html,8,1
elefevre,war/resources/help/maven/root-pom_fr.html,8,2
elefevre,war/resources/help/subversion/local_fr.html,8,2
jazzjack,core/src/main/resources/hudson/matrix/Messages_ru.properties,8,1
jazzjack,core/src/main/resources/hudson/maven/MavenModuleSet/index_ru.properties,8,2
jazzjack,core/src/main/resources/hudson/model/AbstractProject/sidepanel_ru.properties,8,2
jazzjack,core/src/main/resources/hudson/model/Hudson/log_ru.properties,8,1
jazzjack,core/src/main/resources/hudson/tasks/Fingerprinter/config_ru.properties,8,1
jazzjack,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_ru.properties,8,1
jazzjack,core/src/main/resources/hudson/util/DoubleLaunchChecker/index_ru.properties,8,1
jazzjack,core/src/main/resources/lib/hudson/executors_ru.properties,8,1
jazzjack,war/resources/help/maven/maven-opts_ru.html,8,1
jazzjack,war/resources/help/project-config/ant_ru.html,8,1
jazzjack,war/resources/help/project-config/archive-artifact_ru.html,8,1
jazzjack,war/resources/help/system-config/master-slave/slave-agent-port_ru.html,8,1
jazzjack,war/resources/help/tasks/mailer/url_ru.html,8,1
jjasper,core/src/main/java/hudson/tasks/Maven.java,8,1
kohsuke,core/src/main/resources/hudson/Messages_ja.properties,8,2
kohsuke,core/src/main/resources/hudson/fsp/Messages.properties,8,1
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/ajaxBuildQueue.jelly,8,4
kohsuke,core/src/main/resources/hudson/maven/MavenModuleSet/sidepanel2.jelly,8,1
kohsuke,core/src/main/resources/hudson/maven/MavenProbeAction/_script.jelly,8,1
kohsuke,core/src/main/resources/hudson/model/ParameterDefinition/config.jelly,8,1
kohsuke,core/src/main/resources/hudson/model/UpdateCenter/InstallationJob/Installing/status.jelly,8,2
kohsuke,core/src/main/resources/hudson/model/View/ajaxBuildQueue.jelly,8,3
kohsuke,core/src/main/resources/hudson/model/View/ajaxExecutors.jelly,8,2
kohsuke,core/src/main/resources/hudson/security/HudsonPrivateSecurityRealm/users.jelly,8,2
kohsuke,core/src/main/resources/lib/form/option.jelly,8,1
kohsuke,core/src/main/resources/lib/form/password.jelly,8,1
kohsuke,core/src/test/java/hudson/util/Point.java,8,1
kohsuke,maven-interceptor/src/main/java/org/apache/maven/lifecycle/LifecycleExecutorListener.java,8,2
kohsuke,remoting/src/main/java/hudson/remoting/jnlp/package-info.java,8,1
kohsuke,remoting/src/main/java/hudson/remoting/package-info.java,8,3
kohsuke,test/src/main/preset-data/svn-repo/conf/passwd,8,1
kohsuke,war/resources/help/ant/ant-properties.html,8,2
kohsuke,war/resources/help/maven/maven-opts.html,8,3
kohsuke,war/resources/help/maven/redeploy-uniqueVersion.html,8,1
kohsuke,war/resources/help/project-config/ant.html,8,2
kohsuke,war/resources/help/project-config/ant.ja.html,8,1
kohsuke,war/resources/help/project-config/archive-artifact.html,8,1
kohsuke,war/resources/help/security/ldap/groupSearchBase.html,8,1
kohsuke,war/resources/help/security/ldap/server.html,8,2
kohsuke,war/resources/help/security/private-realm/allow-signup.html,8,1
kohsuke,war/resources/help/tasks/mailer/sendToindividuals.html,8,1
kohsuke,war/resources/help/tasks/mailer/smtp-use-ssl.html,8,2
kohsuke,war/resources/scripts/yui/connection/connection-min.js,8,2
kohsuke,war/resources/scripts/yui/dom/dom-min.js,8,2
kohsuke,war/resources/scripts/yui/element/element-beta-min.js,8,2
kohsuke,war/resources/scripts/yui/tabview/tabview-min.js,8,2
lucamilanesio,core/src/main/java/hudson/tasks/Mailer.java,8,1
masanobuimai,war/resources/help/project-config/archive-artifact_ja.html,8,1
oguzdag,core/src/main/resources/hudson/matrix/Messages_tr.properties,8,4
oguzdag,core/src/main/resources/hudson/maven/MavenModuleSet/configure-entries_tr.properties,8,4
oguzdag,core/src/main/resources/hudson/model/AbstractProject/sidepanel_tr.properties,8,6
oguzdag,core/src/main/resources/hudson/model/Hudson/fingerprintCheck_tr.properties,8,4
oguzdag,core/src/main/resources/hudson/model/Hudson/log_tr.properties,8,3
oguzdag,core/src/main/resources/hudson/model/NoFingerprintMatch/index_tr.properties,8,1
oguzdag,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_tr.properties,8,1
oguzdag,war/resources/help/_cvs/modules_tr.html,8,1
oguzdag,war/resources/help/ant/ant-properties_tr.html,8,2
oguzdag,war/resources/help/maven/maven-opts_tr.html,8,3
oguzdag,war/resources/help/project-config/ant_tr.html,8,2
oguzdag,war/resources/help/project-config/archive-artifact_tr.html,8,4
oguzdag,war/resources/help/security/no-authorization_tr.html,8,1
oguzdag,war/resources/help/security/private-realm/allow-signup_tr.html,8,2
oguzdag,war/resources/help/tasks/mailer/default-suffix_tr.html,8,1
oguzdag,war/resources/help/tasks/mailer/smtp-server_tr.html,8,1
redsolo,test/src/test/resources/hudson/pages/SystemConfigurationTestCase/PageDecoratorImpl/global.jelly,8,2
sogabe,core/src/main/resources/hudson/lifecycle/WindowsInstallerLink/index_ja.properties,8,1
sogabe,core/src/main/resources/hudson/node_monitors/Messages_ja.properties,8,2
sogabe,war/resources/help/ant/ant-properties_ja.html,8,2
sogabe,war/resources/help/maven/maven-opts_ja.html,8,1
sogabe,war/resources/help/parameter/string_ja.html,8,2
sogabe,war/resources/help/security/full-control-once-logged-in_ja.html,8,5
sogabe,war/resources/help/security/no-authorization_ja.html,8,2
sogabe,war/resources/help/system-config/master-slave/description_ja.html,8,2
sogabe,war/resources/help/system-config/master-slave/label_ja.html,8,2
sogabe,war/resources/help/tasks/aggregate-test/auto-aggregate_ja.html,8,2
sogabe,war/resources/help/tasks/mailer/smtp-use-ssl_ja.html,8,2
sorokh,core/src/main/resources/hudson/matrix/MatrixProject/configure-entries_nl.properties,8,1
sorokh,core/src/main/resources/hudson/matrix/Messages_nl.properties,8,1
sorokh,core/src/main/resources/hudson/model/Hudson/log_nl.properties,8,1
sorokh,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_nl.properties,8,1
sorokh,core/src/main/resources/hudson/util/DoubleLaunchChecker/index_nl.properties,8,1
sorokh,core/src/main/resources/hudson/util/NoTempDir/index_nl.properties,8,1
sorokh,core/src/main/resources/lib/hudson/executors_nl.properties,8,1
sorokh,war/resources/help/_cvs/modules_nl.html,8,1
sorokh,war/resources/help/matrix/jdk_nl.html,8,1
sorokh,war/resources/help/tasks/mailer/default-suffix_nl.html,8,1
stephenconnolly,core/src/main/java/hudson/maven/MavenModuleSet.java,8,1
stephenconnolly,core/src/main/java/hudson/slaves/ComputerRetentionWork.java,8,3
swiest,core/src/main/resources/hudson/PluginManager/advanced_de.properties,8,2
swiest,core/src/main/resources/hudson/matrix/Messages_de.properties,8,3
swiest,core/src/main/resources/hudson/maven/MavenModuleSet/index_de.properties,8,3
swiest,core/src/main/resources/hudson/model/AbstractProject/sidepanel_de.properties,8,2
swiest,core/src/main/resources/hudson/model/Hudson/log_de.properties,8,1
swiest,core/src/main/resources/hudson/model/Hudson/managePlugins_de.properties,8,2
swiest,core/src/main/resources/hudson/tasks/Fingerprinter/config_de.properties,8,1
swiest,core/src/main/resources/hudson/tasks/junit/MetaTabulatedResult/body_de.properties,8,1
swiest,core/src/main/resources/hudson/util/DoubleLaunchChecker/index_de.properties,8,2
swiest,core/src/main/resources/hudson/util/IncompatibleAntVersionDetected/index_de.properties,8,2
swiest,war/resources/help/_cvs/modules_de.html,8,1
swiest,war/resources/help/maven/root-pom_de.html,8,1
swiest,war/resources/help/security/ldap/groupSearchBase_de.html,8,1
swiest,war/resources/help/system-config/master-slave/name_de.html,8,1
swiest,war/resources/help/system-config/master-slave/slave-agent-port_de.html,8,1
vsizikov,core/src/main/resources/hudson/model/Job/buildHistory.jelly,8,1
bagrehc,core/src/main/resources/hudson/model/AbstractBuild/sidepanel_pt_BR.properties,7,2
bagrehc,core/src/main/resources/hudson/model/AbstractItem/noWorkspace_pt_BR.properties,7,2
bagrehc,core/src/main/resources/hudson/model/AbstractProject/sidepanel_pt_BR.properties,7,2
bagrehc,core/src/main/resources/hudson/scm/SubversionSCM/config_pt_BR.properties,7,2
bagrehc,core/src/main/resources/hudson/tasks/junit/CaseResult/index_pt_BR.properties,7,2
bagrehc,core/src/main/resources/hudson/tasks/junit/Messages_pt_BR.properties,7,1
bagrehc,core/src/main/resources/lib/hudson/projectView_pt_BR.properties,7,2
bagrehc,war/resources/help/_cvs/modules_pt_BR.html,7,1
bagrehc,war/resources/help/maven/root-pom_pt_BR.html,7,1
bagrehc,war/resources/help/scm-browsers/fisheye-svn/root-module_pt_BR.html,7,1
bagrehc,war/resources/help/system-config/master-slave/name_pt_BR.html,7,1
bagrehc,war/resources/help/system-config/master-slave/slave-agent-port_pt_BR.html,7,1
cactusman,core/src/main/resources/hudson/maven/Messages_ja.properties,7,4
cactusman,core/src/main/resources/hudson/model/AbstractBuild/sidepanel_ja.properties,7,3
cactusman,core/src/main/resources/hudson/model/AbstractProject/sidepanel_ja.properties,7,3
cactusman,core/src/main/resources/hudson/model/Hudson/noJob_ja.properties,7,2
cactusman,core/src/main/resources/hudson/model/Hudson/projectRelationship_ja.properties,7,1
cactusman,core/src/main/resources/hudson/scm/SubversionSCM/config_ja.properties,7,2
cactusman,core/src/main/resources/hudson/tasks/junit/Messages.properties,7,2
cactusman,core/src/main/resources/hudson/tasks/junit/Messages_ja.properties,7,2
cactusman,core/src/main/resources/lib/hudson/projectView_ko.properties,7,1
dvrzalik,core/src/main/java/hudson/matrix/MatrixProject.java,7,1
dwdyer,core/src/main/java/hudson/tasks/test/AggregatedTestResultAction.java,7,2
dwdyer,core/src/main/resources/hudson/tasks/junit/CaseResult/index.jelly,7,1
elefevre,core/src/main/resources/hudson/PluginManager/installed_fr.properties,7,2
elefevre,core/src/main/resources/hudson/lifecycle/WindowsInstallerLink/index_fr.properties,7,1
elefevre,core/src/main/resources/hudson/model/AbstractBuild/sidepanel_fr.properties,7,2
elefevre,core/src/main/resources/hudson/model/AbstractItem/noWorkspace_fr.properties,7,1
elefevre,core/src/main/resources/hudson/security/LDAPSecurityRealm/config_fr.properties,7,3
elefevre,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index_fr.properties,7,2
elefevre,core/src/main/resources/hudson/tasks/Fingerprinter/config_fr.properties,7,1
elefevre,core/src/main/resources/hudson/tasks/junit/Messages_fr.properties,7,1
elefevre,core/src/main/resources/lib/hudson/projectView_fr.properties,7,2
elefevre,war/resources/help/_cvs/cvsexe_fr.html,7,1
elefevre,war/resources/help/_cvs/update_fr.html,7,1
elefevre,war/resources/help/ant/ant-opts_fr.html,7,2
elefevre,war/resources/help/scm-browsers/fisheye-svn/root-module_fr.html,7,2
elefevre,war/resources/help/scm-browsers/sventon/repository-instance_fr.html,7,2
elefevre,war/resources/help/security/ldap/server_fr.html,7,3
elefevre,war/resources/help/security/legacy-auth-strategy_fr.html,7,2
elefevre,war/resources/help/system-config/master-slave/clock_fr.html,7,2
elefevre,war/resources/help/system-config/master-slave/slave-agent-port_fr.html,7,2
jazzjack,core/src/main/resources/hudson/model/AbstractBuild/sidepanel_ru.properties,7,1
jazzjack,core/src/main/resources/hudson/model/ExternalJob/newJobDetail_ru.properties,7,1
jazzjack,core/src/main/resources/hudson/tasks/Fingerprinter/FingerprintAction/index_ru.properties,7,2
jazzjack,core/src/main/resources/hudson/tasks/junit/CaseResult/index_ru.properties,7,1
